iter	RMSE
204	39.00764383
205	39.00754691
206	39.00714362
207	39.00697145
208	39.00693364
209	39.00670757
210	39.00646227
211	39.00639464
212	39.00624286
213	39.00607809
214	39.00585071
215	39.00576695
216	39.00550213
217	39.00540522
218	39.00533872
219	39.00529692
220	39.00517806
221	39.00514341
222	39.00477419
223	39.00474715
224	39.00448269
225	39.0044633
226	39.00408057
227	39.00399205
228	39.00394761
229	39.00390134
230	39.0037148
231	39.00337479
232	39.00333786
233	39.00314474
234	39.00308973
235	39.00263537
236	39.00256082
237	39.00251505
238	39.00228996
239	39.0020618
240	39.00202838
241	39.00194388
242	39.00192305
243	39.00183159
244	39.00171788
245	39.00150286
246	39.00148807
247	39.00145514
248	39.00142631
249	39.00139553
250	39.00119374
251	39.00091118
252	39.00063568
253	39.00045637
254	39.00029496
255	39.00016727
256	38.99964216
257	38.99937716
258	38.9993149
259	38.99904586
260	38.99900761
261	38.99883201
262	38.99855349
263	38.99838487
264	38.99829458
265	38.99787887
266	38.99769074
267	38.99759154
268	38.99754087
269	38.99743539
270	38.99737052
271	38.99733428
272	38.99720774
273	38.99700448
274	38.99652672
275	38.99644272
276	38.99620975
277	38.99607605
278	38.99605915
279	38.99601724
280	38.99599298
281	38.9959028
282	38.99587935
283	38.99580251
284	38.99555595
285	38.99532551
286	38.99514534
287	38.9950732
288	38.99481665
289	38.99471292
290	38.99464436
291	38.99460026
292	38.99436034
293	38.99432908
294	38.99429175
295	38.99407114
296	38.99397536
297	38.99383079
298	38.99355861
299	38.99352853
300	38.99343424
301	38.99337174
302	38.99322856
303	38.99298959
304	38.99298769
305	38.99280305
306	38.99266517
307	38.99258877
308	38.9925303
309	38.99233602
310	38.99228062
311	38.99225621
312	38.99215407
313	38.99210881
314	38.99205266
315	38.9917987
316	38.99152668
317	38.99145007
318	38.99143053
319	38.99119634
320	38.99103753
321	38.99075945
322	38.99073147
323	38.99064306
324	38.99059258
325	38.99044682
326	38.99022555
327	38.99017874
328	38.99013646
329	38.98979054
330	38.9896518
331	38.98957128
332	38.98931526
333	38.98927427
334	38.98919549
335	38.98892936
336	38.98888314
337	38.98870425
338	38.98860224
339	38.98846495
340	38.98843431
341	38.98826591
342	38.98813594
343	38.98810393
344	38.98802141
345	38.98761826
346	38.98755408
347	38.98749935
348	38.98734334
349	38.98729187
350	38.98708581
351	38.98705189
352	38.98699806
353	38.98674894
354	38.98652986
355	38.98650015
356	38.98647776
357	38.98645624
358	38.98641473
359	38.98635568
360	38.98631607
361	38.98628243
362	38.98596008
363	38.98563621
364	38.98537617
365	38.98527021
366	38.98521193
367	38.98497876
368	38.98484318
369	38.98481858
370	38.98477351
371	38.98472753
372	38.98457965
373	38.98445588
374	38.98440108
375	38.98430704
376	38.98424462
377	38.98401006
378	38.98399739
379	38.98393084
380	38.98390255
381	38.98370586
382	38.98369146
383	38.98344474
384	38.98315213
385	38.98306549
386	38.98287103
387	38.98276175
388	38.98269195
389	38.98230774
390	38.98223679
391	38.9820909
392	38.98173348
393	38.98167704
394	38.98158837
395	38.98154553
396	38.98146064
397	38.98141946
398	38.98137972
399	38.98123573
400	38.98117689
401	38.98115618
402	38.98107614
403	38.98096601
404	38.9809017
405	38.98073642
406	38.98068698
407	38.98055256
408	38.98018069
409	38.98003469
410	38.97998145
411	38.97974634
412	38.97945287
413	38.97924743
414	38.97922392
415	38.97913456
416	38.97892595
417	38.97887364
418	38.97883799
419	38.97877696
420	38.97873555
421	38.97860856
422	38.9785704
423	38.97849016
424	38.97843193
425	38.97830768
426	38.97811008
427	38.97806712
428	38.97802239
429	38.97768169
430	38.97764558
431	38.97739617
432	38.97728199
433	38.97718851
434	38.97699625
435	38.97668172
436	38.97657077
437	38.97650771
438	38.97643479
439	38.97626659
440	38.9762032
441	38.97610808
442	38.97602514
443	38.97600926
444	38.97584692
445	38.97553258
446	38.97549724
447	38.97543568
448	38.97532748
449	38.97527755
450	38.97519529
451	38.97517385
452	38.97499782
453	38.97494223
454	38.9749254
455	38.97488145
456	38.97479763
457	38.97476833
458	38.97455985
459	38.97447862
460	38.97444167
461	38.97432888
462	38.97430812
463	38.97411634
464	38.97407049
465	38.97389513
466	38.97385526
467	38.97377902
468	38.97366131
469	38.9734487
470	38.97327053
471	38.97319399
472	38.97310113
473	38.97309272
474	38.97306948
475	38.97287846
476	38.97277201
477	38.97258778
478	38.97244738
479	38.97241164
480	38.97236521
481	38.97222568
482	38.97195149
483	38.97152233
484	38.9712332
485	38.97115255
486	38.97110461
487	38.97107632
488	38.97094577
489	38.97087601
490	38.97084361
491	38.97065794
492	38.97064606
493	38.97056541
494	38.97053417
495	38.97046611
496	38.97032106
497	38.97028745
498	38.97025456
499	38.97009668
500	38.97004774
501	38.9699081
502	38.96977614
503	38.96953802
504	38.96939162
505	38.96904228
506	38.96903182
507	38.9688567
508	38.96872071
509	38.96867447
510	38.96862266
511	38.96849661
512	38.96822471
513	38.96806265
514	38.96783251
515	38.96778232
516	38.96773168
517	38.96760569
518	38.9675798
519	38.96753668
520	38.96741415
521	38.9673646
522	38.96716699
523	38.96706109
524	38.96705492
525	38.96699358
526	38.96698498
527	38.96676545
528	38.96673191
529	38.96669562
530	38.96649984
531	38.96645896
532	38.96634276
533	38.96622798
534	38.9660279
535	38.96600644
536	38.96596911
537	38.96588401
538	38.96579614
539	38.9654478
540	38.96541676
541	38.96540008
542	38.96499926
543	38.96494117
544	38.96492072
545	38.96488078
546	38.96483213
547	38.96480189
548	38.96474807
549	38.96467409
550	38.96451633
551	38.96445847
552	38.9644385
553	38.96437457
554	38.96435451
555	38.96409437
556	38.96407895
557	38.96389827
558	38.96384421
559	38.96384171
560	38.96374323
561	38.96364413
562	38.96354524
563	38.9634131
564	38.96335882
565	38.96329672
566	38.96320088
567	38.9631595
568	38.96310433
569	38.96291295
570	38.96288479
571	38.96266391
572	38.9625828
573	38.9624288
574	38.96237504
575	38.96225186
576	38.96220109
577	38.96218727
578	38.96200956
579	38.96196473
580	38.96189543
581	38.96159654
582	38.96139023
583	38.96114622
584	38.96106705
585	38.96100994
586	38.96087278
587	38.96056947
588	38.96052251
589	38.96047336
590	38.96038559
591	38.96025493
592	38.96014114
593	38.96008114
594	38.96006948
595	38.95976218
596	38.95969379
597	38.9595701
598	38.95951866
599	38.95943271
600	38.9593516
601	38.95930495
602	38.9592116
603	38.95911795
604	38.95892685
605	38.95880307
606	38.95862941
607	38.95849893
608	38.95840169
609	38.95828726
610	38.95822814
611	38.95821068
612	38.95819972
613	38.95817973
614	38.95798202
615	38.95796136
616	38.95786806
617	38.95781373
618	38.9577779
619	38.9576063
620	38.95755959
621	38.95731482
622	38.95707523
623	38.95699181
624	38.95688663
625	38.95686171
626	38.9567432
627	38.95649052
628	38.95640669
629	38.95614491
630	38.95601667
631	38.95597728
632	38.9559074
633	38.95579243
634	38.95566543
635	38.95565412
636	38.95546769
637	38.95527665
638	38.95510391
639	38.9550804
640	38.95498549
641	38.95492329
642	38.95491222
643	38.9548776
644	38.95486585
645	38.95483885
646	38.95482356
647	38.95473604
648	38.95461007
649	38.9544761
650	38.95443593
651	38.95437478
652	38.95424446
653	38.95420515
654	38.95416375
655	38.9538401
656	38.95370068
657	38.95366722
658	38.95361442
659	38.95359174
660	38.95353829
661	38.95329834
662	38.95321757
663	38.95312486
664	38.95307679
665	38.95279164
666	38.95272702
667	38.95264464
668	38.95252286
669	38.95251333
670	38.95246816
671	38.95213648
672	38.952045
673	38.95174139
674	38.95161893
675	38.95157896
676	38.95145984
677	38.9511656
678	38.95095802
679	38.9508721
680	38.95080812
681	38.95077298
682	38.9506262
683	38.95054243
684	38.950475
685	38.95042011
686	38.95015398
687	38.95009466
688	38.95008388
689	38.95007022
690	38.94995377
691	38.94991274
692	38.94970231
693	38.94929661
694	38.94924808
695	38.9492003
696	38.94908562
697	38.9490377
698	38.94902625
699	38.94901462
700	38.94887078
701	38.94882888
702	38.94873479
703	38.94870506
704	38.94868101
705	38.94859012
706	38.94852891
707	38.94847538
708	38.94823859
709	38.94814589
710	38.94812623
711	38.94800557
712	38.94797507
713	38.94791979
714	38.94790308
715	38.94783062
716	38.9477863
717	38.94770674
718	38.9475366
719	38.94745414
720	38.94729892
721	38.94729261
722	38.94727045
723	38.94726025
724	38.94715029
725	38.94707214
726	38.9470367
727	38.94699677
728	38.94690348
729	38.9468593
730	38.94681014
731	38.94675521
732	38.94669229
733	38.9465762
734	38.9465587
735	38.94642244
736	38.94635106
737	38.94615664
738	38.94604554
739	38.94597874
740	38.94571546
741	38.94553219
742	38.94548217
743	38.94526742
744	38.94515778
745	38.94506384
746	38.94497491
747	38.94490456
748	38.94481871
749	38.94461564
750	38.94454044
751	38.94440699
752	38.94435315
753	38.94425653
754	38.94419255
755	38.9439609
756	38.94392438
757	38.94374891
758	38.9436155
759	38.9433921
760	38.94322915
761	38.9428032
762	38.94275851
763	38.94275279
764	38.94273786
765	38.94269707
766	38.94257171
767	38.9423993
768	38.9423291
769	38.9421332
770	38.94201878
771	38.94198194
772	38.94192805
773	38.94167153
774	38.9416153
775	38.94159833
776	38.94138043
777	38.94121842
778	38.94116165
779	38.94105077
780	38.94103617
781	38.94100448
782	38.94095868
783	38.94093737
784	38.9409159
785	38.94088996
786	38.94083768
787	38.94073207
788	38.94072312
789	38.94071798
790	38.94067241
791	38.94065136
792	38.94054448
793	38.94036158
794	38.94019465
795	38.94011795
796	38.94007762
797	38.94001397
798	38.93992999
799	38.93983023
800	38.93968208
801	38.93949214
802	38.93946176
803	38.93942308
804	38.93940519
805	38.93928894
806	38.93915694
807	38.93914157
808	38.93895904
809	38.93892738
810	38.9386254
811	38.93858366
812	38.93854201
813	38.93850677
814	38.93846245
815	38.93828666
816	38.938279
817	38.93824415
818	38.93794649
819	38.93794195
820	38.93785938
821	38.93782259
822	38.93772651
823	38.93764735
824	38.93759772
825	38.93754425
826	38.93745444
827	38.93735647
828	38.93731615
829	38.93727238
830	38.93720777
831	38.93710853
832	38.93709381
833	38.9369763
834	38.93669849
835	38.93664536
836	38.93658508
837	38.93655228
838	38.93653114
839	38.93651629
840	38.93641917
841	38.9362329
842	38.93621424
843	38.93620516
844	38.93618186
845	38.93614243
846	38.9360647
847	38.93605512
848	38.93579942
849	38.93548875
850	38.93545042
851	38.93536369
852	38.93529372
853	38.93518611
854	38.93503846
855	38.93487009
856	38.93466463
857	38.93461688
858	38.934521
859	38.93442485
860	38.93439777
861	38.93434267
862	38.93408974
863	38.93407878
864	38.93389647
865	38.93379004
866	38.93368445
867	38.93357707
868	38.9335402
869	38.93342003
870	38.93325501
871	38.93324237
872	38.93321071
873	38.93318506
874	38.93317123
875	38.93307418
876	38.93299524
877	38.93295717
878	38.93289903
879	38.93268865
880	38.93268471
881	38.93263796
882	38.93259193
883	38.93253684
884	38.93251788
885	38.93245004
886	38.93224747
887	38.93222739
888	38.93210036
889	38.93207009
890	38.93194653
891	38.93192654
892	38.93173687
893	38.93170823
894	38.93168407
895	38.93160086
896	38.93154348
897	38.93140228
898	38.93138544
899	38.93134812
900	38.93120356
901	38.93114641
902	38.9310069
903	38.93075343
904	38.93046118
905	38.93044098
906	38.93032238
907	38.93014239
908	38.93008887
909	38.93003337
910	38.9299687
911	38.92985284
912	38.92975854
913	38.9295931
914	38.92958479
915	38.92934832
916	38.92920806
917	38.92910918
918	38.92908055
919	38.92904052
920	38.92891889
921	38.92871491
922	38.92859128
923	38.92853595
924	38.92846843
925	38.92840048
926	38.92834347
927	38.92833315
928	38.92828653
929	38.92818755
930	38.92805632
931	38.92788004
932	38.92775954
933	38.92765817
934	38.92750274
935	38.9274721
936	38.92720303
937	38.92712497
938	38.92698419
939	38.92686227
940	38.92680813
941	38.92679843
942	38.92675813
943	38.92661377
944	38.92637572
945	38.92621453
946	38.92618693
947	38.92609647
948	38.92592204
949	38.92587497
950	38.92579104
951	38.92566462
952	38.92560693
953	38.92557406
954	38.92551121
955	38.92542005
956	38.925394
957	38.92530583
958	38.92526763
959	38.92522641
960	38.92518768
961	38.92517275
962	38.92515965
963	38.9251526
964	38.92494345
965	38.92493694
966	38.92466977
967	38.92440943
968	38.9243774
969	38.92415615
970	38.92411936
971	38.92398612
972	38.92370565
973	38.92366257
974	38.92363919
975	38.92348951
976	38.9234365
977	38.92339924
978	38.92326116
979	38.9231971
980	38.92302327
981	38.92295829
982	38.92282621
983	38.92273496
984	38.92268319
985	38.92252799
986	38.92237689
987	38.92230651
988	38.92223163
989	38.922181
990	38.9221282
991	38.9220688
992	38.9220543
993	38.92200747
994	38.92195478
995	38.92193452
996	38.92189269
997	38.92172244
998	38.92163687
999	38.9216129
